date,portfolio_value,daily_return,buy_hold,buy_hold_return
2010-01-04,100000.0,,,
2010-01-05,100000.0,0.0,,
2010-01-06,100000.0,0.0,,
2010-01-07,100000.0,0.0,,
2010-01-08,100000.0,0.0,,
2010-01-11,100000.0,0.0,,
2010-01-12,100000.0,0.0,,
2010-01-13,100000.0,0.0,,
2010-01-14,100000.0,0.0,,
2010-01-15,100000.0,0.0,,
2010-01-18,100000.0,0.0,,
2010-01-19,100000.0,0.0,,
2010-01-20,100000.0,0.0,,
2010-01-21,100000.0,0.0,,
2010-01-22,100000.0,0.0,,
2010-01-25,100000.0,0.0,,
2010-01-27,100000.0,0.0,,
2010-01-28,100000.0,0.0,,
2010-01-29,100000.0,0.0,,
2010-02-01,100000.0,0.0,,
2010-02-02,100000.0,0.0,,
2010-02-03,100000.0,0.0,100000.0,
2010-02-04,100000.0,0.0,98246.09429955896,-0.017539057004410386
2010-02-05,100000.0,0.0,95677.07470643078,-0.026148821603992345
2010-02-08,100000.0,0.0,96523.61300693268,0.008847869806841047
2010-02-09,100000.0,0.0,97177.52582588323,0.006774640925465425
2010-02-10,100000.0,0.0,96458.73457454133,-0.0073966819512341075
2010-02-11,100000.0,0.0,97870.98151969584,0.014640944144494794
2010-02-15,100000.0,0.0,97366.1019744805,-0.005158623499793347
2010-02-16,100000.0,0.0,98456.96653082754,0.011203740667701467
2010-02-17,100000.0,0.0,99638.06487823438,0.011996087113216314
2010-02-18,100000.0,0.0,99105.81025815835,-0.005341880341880212
2010-02-19,100000.0,0.0,98236.96597441555,-0.008766834976471793
2010-02-22,100000.0,0.0,98470.14418892504,0.0023736300505272645
2010-02-23,100000.0,0.0,98746.91461125067,0.002810703940827164
2010-02-24,100000.0,0.0,98514.75615540687,-0.0023510451618440342
2010-02-25,100000.0,0.0,98538.0719967439,0.0002366735933474473
2010-02-26,100000.0,0.0,99806.35475978297,0.012870992270692883
2010-03-02,100000.0,0.0,101726.53062558037,0.01923901409302986
2010-03-03,100000.0,0.0,103168.18226235738,0.014171835291259649
2010-03-04,99845.71652472272,-0.001542834752772726,103009.01080538263,-0.001542834752772726
2010-03-05,100011.79414014528,0.0016633424167118438,103180.35006235873,0.0016633424167116218
2010-03-08,100705.56596086398,0.0069369000594723396,103896.10183884267,0.0069369000594723396
2010-03-09,100263.3576794199,-0.0043911007025762006,103439.88359306322,-0.0043911007025760895
2010-03-10,100553.24977503325,0.002891306478486788,103738.95999862977,0.002891306478486788
2010-03-11,100890.30883469385,0.0033520454129001287,104086.69770363219,0.0033520454128999067
2010-03-12,100961.06407903167,0.0007013086306808525,104159.69460307082,0.0007013086306808525
2010-03-15,100801.86717840502,-0.0015768148055771425,103995.4540544763,-0.0015768148055771425
2010-03-16,102161.90715372658,0.013492210148394301,105398.58257505696,0.01349221014839408
2010-03-17,102826.19842234901,0.006502338172121647,106083.91980182228,0.006502338172121647
2010-03-18,103101.35024191422,0.002675892173267469,106367.7889325295,0.002675892173267247
2010-03-19,103433.49587622544,0.003221544950981592,106710.45754591216,0.003221544950981592
2010-03-22,102301.45035295571,-0.010944670424988812,105542.54675717239,-0.010944670424988812
2010-03-23,102696.48207381864,0.003861447902253623,105950.0938029464,0.003861447902253845
2010-03-25,103386.32891217817,0.006717336606171909,106661.79624647627,0.006717336606171687
2010-03-26,103810.85078167127,0.004106170264094544,107099.76774253846,0.004106170264094544
2010-03-29,104220.63237511623,0.003947386909551431,107522.53196374135,0.003947386909551431
2010-03-30,103426.62475796341,-0.00761852618870118,106703.36873810014,-0.007618526188701069
2010-03-31,103164.24592499982,-0.0025368596681715205,106432.67726549042,-0.0025368596681715205
2010-04-01,103977.90724355014,0.007887047603118758,107272.11685761072,0.007887047603118758
2010-04-05,105508.92866310973,0.014724487731547109,108851.64382621768,0.014724487731547109
2010-04-06,105461.76169906248,-0.00044704239389881106,108802.98252678178,-0.0004470423938989221
2010-04-07,105631.76429684421,0.0016119832917909083,108978.37111671198,0.0016119832917909083
2010-04-08,104252.08021665901,-0.013061261348509046,107554.9761302218,-0.013061261348509046
2010-04-09,105378.23346812304,0.010802213722005627,108716.80796924565,0.010802213722005405
2010-04-12,104944.87319092141,-0.0041124268545716935,108269.7180486096,-0.004112426854571805
2010-04-13,104615.67369251304,-0.0031368802343443303,107930.08891008492,-0.0031368802343441082
2010-04-15,103645.76160923892,-0.009271192824556018,106929.44824422803,-0.00927119282455613
2010-04-16,103429.57089386626,-0.0020858616118596407,106706.4082129581,-0.0020858616118593076
2010-04-19,102270.98135786923,-0.01120172428430466,105511.11244878806,-0.01120172428430477
2010-04-20,102790.82559844705,0.0050830082363124696,106047.42630238774,0.0050830082363124696
2010-04-21,103081.6965405167,0.0028297364125271507,106347.51256605041,0.0028297364125273727
2010-04-22,103562.23337829948,0.004661708663224351,106843.27368669193,0.004661708663224351
2010-04-23,104245.19950186311,0.006594741164656526,107547.8774218402,0.006594741164656304
2010-04-26,104605.84684181427,0.003459606213758626,107919.95072684537,0.003459606213758848
2010-04-27,104328.72773280255,-0.0026491741846015326,107634.05197937632,-0.0026491741846017547
2010-04-28,102502.90079228024,-0.017500711263329638,105750.37951358304,-0.017500711263329638
2010-04-29,103263.49327844371,0.0074202045043074705,106535.06895598197,0.0074202045043076925
2010-04-30,103732.23597608121,0.0045392876296908025,107018.66227662211,0.0045392876296908025
2010-05-03,102646.36897386854,-0.010467980295566504,105898.39302865254,-0.010467980295566504
2010-05-04,101187.08164510308,-0.014216648317457281,104392.87281758031,-0.014216648317457392
2010-05-05,100815.66334090818,-0.0036706099054975017,103914.34858855995,-0.004583878344420644
2010-05-06,101849.03256545389,0.010250086051126539,103223.94227017486,-0.006643994094778005
2010-05-07,104287.21217103237,0.023939153315094774,101747.81685015558,-0.014300223257853517
2010-05-10,102331.28448654077,-0.018755201560895607,105307.33892590107,0.034983768555816974
2010-05-11,101199.32357892607,-0.011061728710769603,104142.45771144968,-0.011061728710769714
2010-05-12,103707.02580520052,0.02477983189599753,104558.12322427097,0.003991316528874078
2010-05-13,103187.48684017878,-0.005009679537022138,105009.27237843066,0.004314816871684002
2010-05-14,101485.92831126027,-0.01648996967581895,103277.67266123054,-0.01648996967581884
2010-05-17,101228.78127007069,-0.0025338196680914082,102596.38476741928,-0.0065966619527340065
2010-05-18,99753.70262339775,-0.014571731756184425,102724.13181657926,0.001245141819076645
2010-05-19,100909.45757268401,0.011586085718036987,99752.62436872731,-0.028927063147710763
2010-05-20,99957.16732272509,-0.00943707629458812,100319.35277204562,0.005681338279617032
2010-05-21,99962.81582616601,5.6509238829161035e-05,99985.80258323681,-0.003324883779570631
2010-05-24,100129.53291436716,0.0016677910363296355,100245.34601451087,0.0025958028496895214
2010-05-25,101593.30377457151,0.014618772480005537,97463.42457335227,-0.027751128124750113
2010-05-26,103068.37164165772,0.014519341455410117,99707.00254414936,0.02301969154704331
2010-05-27,102305.40327325034,-0.007402546060007897,101444.69111163497,0.01742794912239165
2010-05-28,101437.88369325222,-0.008479704416794465,102731.22062439131,0.012682078270025876
2010-05-31,101576.34748466201,0.0013650106485709745,103131.67886235328,0.003898116225311332
2010-06-01,103695.70047037576,0.020864630774735993,100777.60063458691,-0.02282594692275186
2010-06-02,103432.90492574526,-0.0025342954764606684,101784.32025015967,0.009989517603451015
2010-06-03,102531.4727659281,-0.008715139156773133,103622.370891375,0.018058288709870807
2010-06-04,101695.03073444181,-0.008157905167282986,104129.28005335218,0.004891889247627512
2010-06-07,99685.090977934,-0.01976438516210699,102071.22885572484,-0.01976438516210688
2010-06-08,102008.77534160127,0.023310249716094855,101120.26924796957,-0.009316627402413569
2010-06-09,100974.51600788173,-0.010138925109688612,101387.91134515178,0.0026467700212100542
2010-06-10,99812.67900371329,-0.011506239892031256,102975.55678080603,0.015659119658254728
2010-06-11,99492.3575686487,-0.0032092259045833904,103801.81871482886,0.008023864690351878
2010-06-14,101015.05786904875,0.015304696135574059,105390.47400857924,0.015304696135573836
2010-06-15,101494.11807224514,0.004742463285200671,105890.28446217484,0.004742463285200671
2010-06-16,101707.89832020203,0.002106331401438677,106113.32449344479,0.002106331401438677
2010-06-17,102514.43289203943,0.00792991090326356,106954.7937023269,0.00792991090326356
2010-06-18,102276.35943408743,-0.0023223408766522846,106706.4082129581,-0.0023223408766521736
2010-06-21,104039.06905761096,0.017234770901867424,108545.46871226956,0.017234770901867424
2010-06-22,103324.84868375496,-0.0068649246895943206,107800.31224416308,-0.006864924689594654
2010-06-23,103453.11873043612,0.0012414249651964138,107934.138243039,0.0012414249651968579
2010-06-24,103403.56437786018,-0.00047900298399961017,107882.43746874513,-0.0004790029839997212
2010-06-25,102401.70670394106,-0.009688811792387564,106837.18483640645,-0.009688811792387453
2010-06-28,103654.2684071026,0.012231844013917526,108144.00061621146,0.012231844013917526
2010-06-29,102151.00267469864,-0.014502690101481197,106575.62168894014,-0.014502690101481308
2010-06-30,103246.14247918488,0.010720793490140546,107718.19692015061,0.010720793490140546
2010-07-01,102058.68847671725,-0.01150119485294121,106479.30894816449,-0.011501194852941099
2010-07-02,101780.77795018734,-0.002723046226420056,106189.36086774136,-0.002723046226420167
2010-07-05,101757.45267277797,-0.0002291717343798627,106165.02526773863,-0.00022917173437964067
2010-07-06,102790.3980638627,0.010151053942027977,107242.7121659882,0.010151053942027755
2010-07-07,101858.51622217167,-0.009065845246674198,106270.4663336577,-0.009065845246674309
2010-07-08,102941.99338795323,0.01063707980409112,107400.87376486682,0.010637079804091343
2010-07-09,104022.55726644241,0.010496822947821727,108528.24172121797,0.010496822947821727
2010-07-12,104616.27952290865,0.00570762988402107,109147.68075692627,0.0057076298840212925
2010-07-13,104959.29775013246,0.0032788226534925524,109505.55664516824,0.0032788226534923304
2010-07-14,104677.49651418928,-0.002684862055899462,109211.54933122148,-0.002684862055899462
2010-07-15,104533.6826089253,-0.001373876048368028,109061.50619939015,-0.001373876048368139
2010-07-16,104828.11441615892,0.0028166213978619847,109368.6911714344,0.0028166213978619847
2010-07-19,104683.3325783092,-0.001381135572800063,109217.63818150693,-0.001381135572800174
2010-07-20,104324.76100296743,-0.0034252976716570016,108843.53525973995,-0.0034252976716568906
2010-07-21,104934.03660755162,0.0058401821267231036,109479.20132897326,0.005840182126723326
2010-07-22,105761.95110209174,0.007889856535648887,110342.97652109628,0.007889856535648887
2010-07-23,105900.9063653567,0.0013138492796036516,110487.95056130785,0.0013138492796036516
2010-07-26,105308.15204147619,-0.0055972544921901735,109869.52138369568,-0.0055972544921901735
2010-07-27,105541.36685742918,0.002214594135705017,110112.83778144474,0.002214594135705239
2010-07-28,104899.04869143758,-0.006085937534419772,109442.69792896915,-0.006085937534419994
2010-07-29,105119.63293610014,0.0021028240714691115,109672.83666862072,0.0021028240714691115
2010-07-30,104316.98907367603,-0.007635527636516981,108835.42669326223,-0.007635527636517203
2010-08-02,105561.769358011,0.011932670750838259,110134.12400601993,0.011932670750838481
2010-08-03,105715.30054727301,0.0014544203852941973,110294.30532109081,0.0014544203852941973
2010-08-04,106265.30451528323,0.0052026902932964525,110868.13243279072,0.0052026902932964525
2010-08-05,105862.03722936453,-0.0037949101803091967,110447.39782834967,-0.0037949101803090857
2010-08-06,105709.47397268825,-0.0014411517166038612,110288.22637137493,-0.0014411517166037502
2010-08-09,106620.95331379746,0.008622494340901898,111239.18597913018,0.008622494340901676
2010-08-10,106126.34925201828,-0.004638901139098928,110723.15839257916,-0.004638901139098928
2010-08-11,105347.02117746836,-0.007343398506051035,109910.07411665385,-0.007343398506051035
2010-08-12,105266.36961819165,-0.0007655798747345788,109825.92917587957,-0.0007655798747343567
2010-08-13,105959.21006934495,0.006581783466707236,110548.7796607451,0.006581783466707014
2010-08-16,105302.31597735628,-0.00619949970898015,109863.43253341022,-0.0061994997089800385
2010-08-17,105221.66441807957,-0.0007659048951407232,109779.28759263591,-0.0007659048951407232
2010-08-18,106484.91133782489,0.012005578192776367,111097.25141377658,0.012005578192776367
2010-08-19,107671.39740770678,0.011142292884273042,112335.1295276666,0.011142292884273042
2010-08-20,107485.79158962311,-0.001723817304802533,112141.48428744957,-0.001723817304802644
2010-08-23,107735.52768627979,0.0023234335716684207,112402.03757681974,0.0023234335716684207
2010-08-24,106989.24217313727,-0.006927014042346968,111623.42708413673,-0.006927014042346746
2010-08-25,106158.41439130477,-0.0077655263740255,110756.61241715576,-0.007765526374025389
2010-08-26,106460.61812782979,0.0028467242870742204,111071.90595567774,0.0028467242870742204
2010-08-27,105115.75171622202,-0.012632524921027177,109668.78733566662,-0.0126325249210274
2010-08-30,105246.93505019558,0.0012479893054251345,109805.65280940046,0.0012479893054249125
2010-08-31,104993.30824412561,-0.0024098260528822024,109541.04028650664,-0.0024098260528820914
2010-09-01,106343.04278726755,0.012855433986360243,110949.23789870707,0.012855433986360465
2010-09-02,106620.95331379746,0.0026133399914638478,111239.18597913018,0.0026133399914636257
2010-09-03,106489.76997982392,-0.0012303710471192053,111102.32050539635,-0.0012303710471192053
